violated_constraints,total_constraints
116276,485100
118567,485100
114200,485100
118491,485100
120097,485100
114188,485100
118787,485100
114488,485100
114078,485100
114293,485100
118578,485100
117794,485100
118508,485100
118896,485100
116159,485100
118611,485100
118507,485100
114407,485100
115725,485100
116914,485100
116032,485100
114839,485100
118682,485100
114140,485100
121131,485100
118799,485100
121555,485100
116068,485100
115829,485100
114285,485100
121534,485100
117502,485100
114118,485100
117791,485100
114129,485100
118477,485100
118712,485100
118632,485100
119796,485100
118902,485100
114117,485100
118707,485100
118855,485100
115238,485100
118530,485100
118803,485100
118735,485100
118604,485100
114060,485100
122729,485100
118076,485100
118843,485100
118766,485100
116680,485100
114205,485100
118871,485100
114689,485100
240248,953250
258541,953250
263817,953250
246029,953250
262891,953250
256723,953250
229354,953250
247826,953250
228689,953250
260162,953250
251838,953250
247546,953250
250822,953250
244131,953250
263708,953250
263456,953250
258747,953250
254820,953250
263241,953250
244490,953250
260490,953250
255438,953250
262719,953250
252481,953250
249886,953250
260297,953250
263449,953250
263170,953250
251004,953250
261032,953250
264045,953250
239885,953250
251434,953250
244800,953250
241930,953250
247896,953250
261562,953250
237455,953250
256600,953250
263740,953250
251682,953250
228999,953250
231341,953250
262973,953250
252405,953250
249563,953250
260958,953250
262811,953250
238666,953250
229133,953250
234728,953250
229518,953250
247807,953250
232313,953250
260366,953250
257019,953250
264052,953250
262890,953250
249189,953250
251164,953250
264188,953250
252860,953250
261298,953250
261364,953250
262569,953250
232310,953250
262578,953250
264223,953250
230972,953250
261077,953250
262517,953250
261470,953250
252792,953250
263240,953250
258141,953250
256777,953250
263803,953250
254551,953250
241150,953250
238749,953250
246462,953250
247483,953250
247510,953250
261046,953250
261892,953250
259123,953250
252447,953250
263697,953250
228809,953250
251613,953250
247466,953250
237607,953250
263274,953250
232739,953250
258439,953250
233195,953250
233591,953250
255936,953250
262462,953250
249766,953250
230123,953250
260613,953250
261754,953250
257000,953250
256463,953250
245721,953250
252126,953250
260761,953250
262605,953250
231121,953250
229450,953250
249018,953250
262663,953250
245407,953250
260897,953250
247689,953250
262073,953250
262815,953250
261219,953250
259315,953250
232530,953250
263604,953250
254467,953250
262938,953250
263823,953250
256909,953250
254479,953250
247637,953250
230533,953250
264097,953250
228597,953250
259920,953250
229193,953250
259675,953250
247805,953250
246144,953250
247643,953250
241661,953250
256108,953250
229339,953250
241360,953250
250673,953250
231186,953250
263816,953250
256988,953250
250830,953250
263207,953250
248884,953250
261567,953250
257563,953250
249126,953250
245373,953250
250367,953250
235012,953250
263159,953250
256447,953250
264022,953250
259157,953250
262306,953250
252037,953250
263875,953250
232436,953250
264115,953250
259153,953250
228918,953250
229158,953250
249543,953250
256165,953250
232993,953250
249194,953250
250348,953250
259230,953250
251323,953250
258938,953250
257834,953250
263887,953250
250675,953250
258076,953250
246919,953250
256690,953250
261306,953250
263914,953250
261050,953250
261103,953250
233741,953250
250241,953250
261256,953250
230197,953250
250544,953250
229196,953250
246838,953250
262352,953250
264213,953250
257029,953250
254324,953250
247570,953250
264216,953250
264059,953250
234093,953250
263509,953250
237963,953250
264114,953250
255951,953250
251702,953250
229368,953250
260292,953250
260511,953250
263692,953250
261616,953250
261340,953250
258276,953250
254821,953250
263850,953250
251201,953250
263659,953250
259006,953250
251565,953250
251258,953250
247757,953250
261827,953250
256103,953250
258825,953250
263890,953250
232503,953250
253876,953250
263588,953250
252887,953250
256560,953250
228995,953250
233478,953250
263816,953250
233652,953250
263851,953250
240565,953250
264211,953250
262889,953250
247719,953250
263463,953250
259784,953250
258821,953250
229288,953250
250870,953250
241652,953250
262461,953250
263697,953250
247746,953250
229163,953250
257116,953250
263177,953250
254919,953250
260815,953250
229250,953250
263187,953250
248902,953250
228956,953250
255214,953250
247457,953250
255276,953250
264178,953250
250386,953250
264016,953250
254483,953250
234110,953250
260062,953250
246027,953250
248833,953250
257017,953250
239895,953250
231485,953250
262349,953250
257394,953250
260302,953250
258814,953250
245228,953250
263772,953250
257047,953250
264134,953250
263474,953250
249540,953250
258568,953250
260482,953250
245790,953250
262270,953250
263879,953250
263725,953250
257461,953250
257463,953250
261031,953250
264190,953250
246274,953250
257867,953250
262635,953250
233065,953250
263267,953250
258218,953250
264217,953250
407947,1653900
404316,1653900
403750,1653900
406630,1653900
404754,1653900
405507,1653900
403864,1653900
405995,1653900
403870,1653900
405072,1653900
405563,1653900
405732,1653900
403657,1653900
403928,1653900
404006,1653900
404255,1653900
403929,1653900
403988,1653900
405457,1653900
405440,1653900
403544,1653900
405717,1653900
405486,1653900
405667,1653900
405533,1653900
405188,1653900
404853,1653900
405509,1653900
409678,1653900
405480,1653900
403620,1653900
405190,1653900
404834,1653900
405562,1653900
406169,1653900
404507,1653900
405378,1653900
403784,1653900
405551,1653900
406225,1653900
406084,1653900
405581,1653900
409810,1653900
403689,1653900
404729,1653900
405113,1653900
407661,1653900
404747,1653900
408795,1653900
405879,1653900
404690,1653900
403646,1653900
403599,1653900
404437,1653900
404268,1653900
405020,1653900
403794,1653900
408565,1653900
406207,1653900
407384,1653900
405675,1653900
405429,1653900
405609,1653900
405547,1653900
404494,1653900
403685,1653900
405586,1653900
404041,1653900
405496,1653900
405465,1653900
405747,1653900
405307,1653900
405196,1653900
405978,1653900
404520,1653900
405662,1653900
404866,1653900
404609,1653900
405755,1653900
404981,1653900
406022,1653900
403826,1653900
409776,1653900
405586,1653900
404604,1653900
404584,1653900
405482,1653900
405435,1653900
404721,1653900
407526,1653900
405331,1653900
404542,1653900
405515,1653900
408584,1653900
405731,1653900
406205,1653900
404167,1653900
406220,1653900
405427,1653900
404682,1653900
404021,1653900
405450,1653900
405303,1653900
403629,1653900
405445,1653900
403499,1653900
406076,1653900
406630,1653900
405720,1653900
405326,1653900
410963,1653900
405498,1653900
404921,1653900
405865,1653900
405469,1653900
405527,1653900
405483,1653900
408194,1653900
403740,1653900
403885,1653900
403394,1653900
405490,1653900
404894,1653900
405944,1653900
406286,1653900
403960,1653900
409747,1653900
405258,1653900
405868,1653900
405811,1653900
404767,1653900
403736,1653900
409452,1653900
404751,1653900
403592,1653900
405734,1653900
405797,1653900
411143,1653900
405925,1653900
405649,1653900
404777,1653900
404809,1653900
405840,1653900
405744,1653900
403652,1653900
404627,1653900
405275,1653900
405141,1653900
405677,1653900
405029,1653900
404023,1653900
403637,1653900
410164,1653900
405392,1653900
405407,1653900
403616,1653900
403594,1653900
403411,1653900
404205,1653900
404542,1653900
405526,1653900
405456,1653900
405605,1653900
404851,1653900
405086,1653900
405258,1653900
405514,1653900
403585,1653900
403486,1653900
405033,1653900
403434,1653900
403685,1653900
403922,1653900
403885,1653900
407424,1653900
403466,1653900
404964,1653900
403949,1653900
405439,1653900
406183,1653900
405449,1653900
404020,1653900
405274,1653900
405351,1653900
404578,1653900
404929,1653900
403737,1653900
406146,1653900
404898,1653900
405436,1653900
404928,1653900
405082,1653900
405391,1653900
405525,1653900
405490,1653900
405677,1653900
405397,1653900
405227,1653900
405553,1653900
403917,1653900
407310,1653900
405639,1653900
405372,1653900
405550,1653900
405420,1653900
404877,1653900
406079,1653900
404849,1653900
405527,1653900
404780,1653900
405488,1653900
405162,1653900
406244,1653900
404734,1653900
404798,1653900
404124,1653900
404757,1653900
404013,1653900
405419,1653900
403657,1653900
405539,1653900
405595,1653900
411155,1653900
404942,1653900
404973,1653900
404637,1653900
406696,1653900
405539,1653900
404811,1653900
405844,1653900
405225,1653900
409809,1653900
403945,1653900
405954,1653900
405154,1653900
404927,1653900
405492,1653900
403694,1653900
408188,1653900
405055,1653900
405063,1653900
404646,1653900
404339,1653900
403783,1653900
404775,1653900
405977,1653900
404032,1653900
405504,1653900
405874,1653900
403950,1653900
405254,1653900
405043,1653900
406076,1653900
410931,1653900
410087,1653900
403966,1653900
405572,1653900
403779,1653900
403693,1653900
404980,1653900
404803,1653900
409253,1653900
405930,1653900
404203,1653900
404427,1653900
409074,1653900
403924,1653900
404676,1653900
404664,1653900
404749,1653900
405464,1653900
403670,1653900
404508,1653900
403983,1653900
405663,1653900
411898,1653900
405350,1653900
405217,1653900
403717,1653900
405051,1653900
406149,1653900
404938,1653900
405746,1653900
405409,1653900
404866,1653900
405792,1653900
405556,1653900
405409,1653900
404870,1653900
405240,1653900
405392,1653900
405114,1653900
404721,1653900
405605,1653900
404658,1653900
406453,1653900
663623,2633925
638860,2633925
629156,2633925
623613,2633925
635567,2633925
645866,2633925
626645,2633925
626347,2633925
629628,2633925
623450,2633925
640385,2633925
629422,2633925
635426,2633925
626700,2633925
627080,2633925
630726,2633925
626219,2633925
626319,2633925
633262,2633925
654846,2633925
633731,2633925
669503,2633925
664483,2633925
628187,2633925
635409,2633925
630931,2633925
635819,2633925
631571,2633925
627530,2633925
623724,2633925
654560,2633925
627412,2633925
650630,2633925
626718,2633925
632093,2633925
657291,2633925
631765,2633925
626713,2633925
626375,2633925
650432,2633925
647798,2633925
623665,2633925
623112,2633925
649093,2633925
641795,2633925
628038,2633925
638075,2633925
623120,2633925
623141,2633925
623672,2633925
624573,2633925
641712,2633925
633216,2633925
646251,2633925
658118,2633925
627374,2633925
627463,2633925
626656,2633925
639552,2633925
631654,2633925
626737,2633925
626900,2633925
668339,2633925
626848,2633925
626408,2633925
622768,2633925
632991,2633925
631816,2633925
628603,2633925
654035,2633925
623874,2633925
631585,2633925
643107,2633925
670275,2633925
623868,2633925
626948,2633925
623533,2633925
633143,2633925
633767,2633925
628624,2633925
623053,2633925
634067,2633925
639519,2633925
634721,2633925
623987,2633925
640996,2633925
631640,2633925
623526,2633925
626944,2633925
635278,2633925
630723,2633925
631800,2633925
624008,2633925
626362,2633925
624561,2633925
624040,2633925
634747,2633925
622733,2633925
627434,2633925
634493,2633925
632759,2633925
634880,2633925
638099,2633925
628896,2633925
625112,2633925
626154,2633925
631552,2633925
633432,2633925
634051,2633925
643542,2633925
626876,2633925
631867,2633925
626646,2633925
641183,2633925
653788,2633925
643671,2633925
624610,2633925
626132,2633925
631738,2633925
642217,2633925
627037,2633925
644328,2633925
629349,2633925
632130,2633925
643253,2633925
633621,2633925
626487,2633925
637535,2633925
625202,2633925
627389,2633925
630953,2633925
627423,2633925
624063,2633925
627524,2633925
627361,2633925
623454,2633925
624001,2633925
629280,2633925
635126,2633925
626713,2633925
636629,2633925
626392,2633925
631476,2633925
654228,2633925
628298,2633925
641640,2633925
629171,2633925
630894,2633925
624224,2633925
634046,2633925
640206,2633925
670918,2633925
663635,2633925
628815,2633925
624370,2633925
639338,2633925
632059,2633925
624560,2633925
626878,2633925
631566,2633925
624497,2633925
630844,2633925
624000,2633925
631661,2633925
650332,2633925
624377,2633925
628966,2633925
627390,2633925
633773,2633925
624240,2633925
623269,2633925
623097,2633925
642282,2633925
639461,2633925
627381,2633925
633151,2633925
638765,2633925
629277,2633925
641727,2633925
623698,2633925
623549,2633925
666266,2633925
627010,2633925
663650,2633925
637681,2633925
646723,2633925
631244,2633925
639850,2633925
666360,2633925
647112,2633925
631642,2633925
636259,2633925
630759,2633925
637169,2633925
627420,2633925
626878,2633925
642523,2633925
631595,2633925
623554,2633925
641158,2633925
626329,2633925
630925,2633925
659989,2633925
625680,2633925
629376,2633925
628982,2633925
626458,2633925
626730,2633925
628405,2633925
623668,2633925
663621,2633925
637117,2633925
624470,2633925
635457,2633925
631909,2633925
626741,2633925
653394,2633925
632443,2633925
645645,2633925
626695,2633925
624566,2633925
625651,2633925
626805,2633925
626687,2633925
640706,2633925
622800,2633925
633868,2633925
628409,2633925
633281,2633925
631653,2633925
645013,2633925
627017,2633925
653051,2633925
625236,2633925
631617,2633925
623602,2633925
625217,2633925
628290,2633925
627735,2633925
656204,2633925
628681,2633925
626392,2633925
627106,2633925
623093,2633925
668578,2633925
640143,2633925
627418,2633925
652504,2633925
634314,2633925
669761,2633925
625844,2633925
640869,2633925
626520,2633925
626548,2633925
626156,2633925
637922,2633925
638258,2633925
631588,2633925
623140,2633925
634920,2633925
642318,2633925
624626,2633925
627023,2633925
623729,2633925
638065,2633925
654402,2633925
632374,2633925
626316,2633925
664198,2633925
624650,2633925
639425,2633925
629794,2633925
630881,2633925
627560,2633925
633883,2633925
623638,2633925
624779,2633925
628563,2633925
628568,2633925
629464,2633925
647801,2633925
639746,2633925
623708,2633925
630887,2633925
626319,2633925
628592,2633925
629283,2633925
630466,2633925
626689,2633925
629930,2633925
625857,2633925
654403,2633925
623707,2633925
629614,2633925
626143,2633925
627024,2633925
2018,6900
2175,6900
2185,6900
1671,6900
1366,6900
1774,6900
1934,6900
1518,6900
1783,6900
1611,6900
1867,6900
1374,6900
1783,6900
2120,6900
2219,6900
2240,6900
2180,6900
2207,6900
1945,6900
1965,6900
2225,6900
1717,6900
1784,6900
1569,6900
2018,6900
1616,6900
1598,6900
1377,6900
2121,6900
2194,6900
1783,6900
1800,6900
1751,6900
1688,6900
1955,6900
1739,6900
1891,6900
1745,6900
1691,6900
1717,6900
1978,6900
1828,6900
1767,6900
1966,6900
1756,6900
1961,6900
1805,6900
1821,6900
1803,6900
1800,6900
1666,6900
1969,6900
1665,6900
1720,6900
1820,6900
1770,6900
1982,6900
1877,6900
1665,6900
1666,6900
1662,6900
1887,6900
1845,6900
1789,6900
1967,6900
1890,6900
1885,6900
1819,6900
1675,6900
1891,6900
1864,6900
1660,6900
1957,6900
1820,6900
1876,6900
1672,6900
1820,6900
1676,6900
1788,6900
1968,6900
1813,6900
1771,6900
1672,6900
1769,6900
1918,6900
1646,6900
1650,6900
1795,6900
1978,6900
1790,6900
1804,6900
1809,6900
1914,6900
1752,6900
1678,6900
1895,6900
1791,6900
1819,6900
1746,6900
1661,6900
1783,6900
1659,6900
1782,6900
1746,6900
1969,6900
1784,6900
1787,6900
1835,6900
1907,6900
1799,6900
1770,6900
1785,6900
1818,6900
1875,6900
1944,6900
1924,6900
1651,6900
1960,6900
1867,6900
1660,6900
1681,6900
1673,6900
1713,6900
1800,6900
1781,6900
1873,6900
1678,6900
1966,6900
1950,6900
1894,6900
1813,6900
1768,6900
1986,6900
1663,6900
1667,6900
1748,6900
1782,6900
1961,6900
1973,6900
1789,6900
1674,6900
1813,6900
1803,6900
1664,6900
1751,6900
1875,6900
1840,6900
1666,6900
1712,6900
1688,6900
1740,6900
1878,6900
1873,6900
1802,6900
1961,6900
1952,6900
1875,6900
1789,6900
1679,6900
1796,6900
1893,6900
1805,6900
1733,6900
1952,6900
1668,6900
1669,6900
1768,6900
1732,6900
1741,6900
1920,6900
1960,6900
1666,6900
1696,6900
1650,6900
1799,6900
1693,6900
1819,6900
1762,6900
1674,6900
1806,6900
1977,6900
1811,6900
1799,6900
1983,6900
1673,6900
1957,6900
1958,6900
1973,6900
1681,6900
1897,6900
1865,6900
1955,6900
1815,6900
1969,6900
1827,6900
1666,6900
1872,6900
1805,6900
1667,6900
1864,6900
1748,6900
1868,6900
1828,6900
1701,6900
1853,6900
1667,6900
1745,6900
1954,6900
1874,6900
1774,6900
1907,6900
1742,6900
1749,6900
1788,6900
1745,6900
1666,6900
1953,6900
1800,6900
1979,6900
1765,6900
1897,6900
1725,6900
1754,6900
1666,6900
1927,6900
1746,6900
1955,6900
1765,6900
1659,6900
1804,6900
1926,6900
1969,6900
1941,6900
1792,6900
1659,6900
1780,6900
1843,6900
1905,6900
1812,6900
1934,6900
1958,6900
1788,6900
1803,6900
1907,6900
1778,6900
1801,6900
1768,6900
1974,6900
1752,6900
1698,6900
1820,6900
1848,6900
1963,6900
1884,6900
1906,6900
1669,6900
1809,6900
1654,6900
1722,6900
1820,6900
1951,6900
1661,6900
1941,6900
1666,6900
1864,6900
1814,6900
1801,6900
1920,6900
1767,6900
1881,6900
1744,6900
1749,6900
1859,6900
1781,6900
1968,6900
1956,6900
1728,6900
1863,6900
1774,6900
1791,6900
1855,6900
1770,6900
1827,6900
1689,6900
1815,6900
1657,6900
1787,6900
1766,6900
1874,6900
1756,6900
1750,6900
1659,6900
1789,6900
1874,6900
1791,6900
1817,6900
1791,6900
1954,6900
1764,6900
1950,6900
1786,6900
1967,6900
1801,6900
1718,6900
1812,6900
1738,6900
1883,6900
1767,6900
1986,6900
1918,6900
1905,6900
1790,6900
1908,6900
1666,6900
1752,6900
1685,6900
1676,6900
1804,6900
1755,6900
1960,6900
1813,6900
1945,6900
1781,6900
1963,6900
1661,6900
1800,6900
1651,6900
1655,6900
1887,6900
1864,6900
1911,6900
1658,6900
1933,6900
1747,6900
1799,6900
1804,6900
1795,6900
1771,6900
1951,6900
1676,6900
1865,6900
1667,6900
1785,6900
1861,6900
1795,6900
1736,6900
1906,6900
1966,6900
1651,6900
1734,6900
1805,6900
1785,6900
1668,6900
1952,6900
1808,6900
1968,6900
1794,6900
1949,6900
1801,6900
1745,6900
1965,6900
1682,6900
1820,6900
1753,6900
1805,6900
1684,6900
1670,6900
1757,6900
1898,6900
1729,6900
1804,6900
1677,6900
1963,6900
1745,6900
1803,6900
1707,6900
1683,6900
1752,6900
1811,6900
1843,6900
1696,6900
1791,6900
1805,6900
1804,6900
1966,6900
1821,6900
1814,6900
1845,6900
1664,6900
1869,6900
1865,6900
1687,6900
1689,6900
1683,6900
1805,6900
1967,6900
1767,6900
1801,6900
1679,6900
1971,6900
1961,6900
1746,6900
1874,6900
1682,6900
1874,6900
1842,6900
1662,6900
1796,6900
1812,6900
1745,6900
1921,6900
1831,6900
1737,6900
1785,6900
1868,6900
1688,6900
1706,6900
1920,6900
1787,6900
1787,6900
1727,6900
1658,6900
1770,6900
1803,6900
1940,6900
1743,6900
1787,6900
1746,6900
1747,6900
1666,6900
15367,58800
1862,6900
1890,6900
1787,6900
1842,6900
1815,6900
1859,6900
1753,6900
1706,6900
1814,6900
1865,6900
1762,6900
1892,6900
1773,6900
1871,6900
1868,6900
1689,6900
1805,6900
1746,6900
1851,6900
1838,6900
1853,6900
1828,6900
1859,6900
1762,6900
1868,6900
1775,6900
1807,6900
1839,6900
1794,6900
1795,6900
1782,6900
1712,6900
1829,6900
1792,6900
1802,6900
1766,6900
1767,6900
1840,6900
1772,6900
1852,6900
1804,6900
1683,6900
1837,6900
1793,6900
1933,6900
1702,6900
1750,6900
1782,6900
1751,6900
1742,6900
1702,6900
1823,6900
1913,6900
1851,6900
1869,6900
1754,6900
1706,6900
1797,6900
1917,6900
1811,6900
1863,6900
1861,6900
1790,6900
1808,6900
1925,6900
1745,6900
1734,6900
1686,6900
1886,6900
1789,6900
1767,6900
1806,6900
1907,6900
1714,6900
1869,6900
1794,6900
1931,6900
1921,6900
1911,6900
1919,6900
1805,6900
1787,6900
1833,6900
1875,6900
1835,6900
1812,6900
1888,6900
1789,6900
1841,6900
1797,6900
1690,6900
1841,6900
1871,6900
1797,6900
1815,6900
1793,6900
1791,6900
1765,6900
1859,6900
1797,6900
1702,6900
1744,6900
1703,6900
1787,6900
1795,6900
1887,6900
1869,6900
1837,6900
1924,6900
1774,6900
1816,6900
1793,6900
1849,6900
1776,6900
1861,6900
1854,6900
1787,6900
1872,6900
1741,6900
1833,6900
1825,6900
1837,6900
1773,6900
1843,6900
1739,6900
1893,6900
1680,6900
1811,6900
1836,6900
1700,6900
1800,6900
1792,6900
1690,6900
1824,6900
1931,6900
1839,6900
1698,6900
1839,6900
1912,6900
1820,6900
1766,6900
1840,6900
1698,6900
1801,6900
1701,6900
1832,6900
1865,6900
1865,6900
1796,6900
1830,6900
1794,6900
1818,6900
1786,6900
1924,6900
1824,6900
1726,6900
1802,6900
1781,6900
1853,6900
1835,6900
1813,6900
1713,6900
1853,6900
1830,6900
1829,6900
1685,6900
1715,6900
1733,6900
1913,6900
1734,6900
1847,6900
1808,6900
1785,6900
1817,6900
1901,6900
1679,6900
1869,6900
1852,6900
1864,6900
1859,6900
1709,6900
1707,6900
1712,6900
1774,6900
1871,6900
1706,6900
1716,6900
1806,6900
1838,6900
1824,6900
1788,6900
1796,6900
1703,6900
1793,6900
1777,6900
1717,6900
1767,6900
1847,6900
1844,6900
1826,6900
1785,6900
1698,6900
1840,6900
1703,6900
1710,6900
1857,6900
1773,6900
1926,6900
1907,6900
1747,6900
1771,6900
1903,6900
1857,6900
1688,6900
1844,6900
1869,6900
1751,6900
1711,6900
1793,6900
1795,6900
1742,6900
1852,6900
1762,6900
1807,6900
1806,6900
1807,6900
1725,6900
1857,6900
1829,6900
1794,6900
1854,6900
1800,6900
1742,6900
1809,6900
1835,6900
1856,6900
1716,6900
1874,6900
1832,6900
1789,6900
1748,6900
1850,6900
1782,6900
1840,6900
1751,6900
1866,6900
1765,6900
1932,6900
1844,6900
1725,6900
1766,6900
1772,6900
1856,6900
1684,6900
1803,6900
1790,6900
1788,6900
1756,6900
1699,6900
1735,6900
1791,6900
1868,6900
1785,6900
1867,6900
1859,6900
1832,6900
1843,6900
1861,6900
1718,6900
1725,6900
1718,6900
1701,6900
1698,6900
1854,6900
1791,6900
1753,6900
1853,6900
1851,6900
1867,6900
1929,6900
1854,6900
1855,6900
1855,6900
1784,6900
1735,6900
1800,6900
1740,6900
1838,6900
1843,6900
1867,6900
1738,6900
1751,6900
1783,6900
1768,6900
1792,6900
1723,6900
1785,6900
1724,6900
1895,6900
1852,6900
1854,6900
1690,6900
1791,6900
1841,6900
1814,6900
1746,6900
1796,6900
1711,6900
1770,6900
1825,6900
1787,6900
1850,6900
1795,6900
1804,6900
1844,6900
1745,6900
1869,6900
1843,6900
1864,6900
1806,6900
1838,6900
1839,6900
1745,6900
1903,6900
1834,6900
1698,6900
1862,6900
1782,6900
1871,6900
1936,6900
1694,6900
1744,6900
1790,6900
1795,6900
1841,6900
1862,6900
1702,6900
1710,6900
1875,6900
1798,6900
1889,6900
1740,6900
1892,6900
1761,6900
1834,6900
1854,6900
1926,6900
1768,6900
1785,6900
1823,6900
1864,6900
1869,6900
1699,6900
1700,6900
1783,6900
1753,6900
1711,6900
1788,6900
1802,6900
1794,6900
1811,6900
1813,6900
1775,6900
1864,6900
1797,6900
1833,6900
1742,6900
1698,6900
1840,6900
1861,6900
1786,6900
1910,6900
1847,6900
1743,6900
1847,6900
1834,6900
1783,6900
1683,6900
1782,6900
1901,6900
1864,6900
1834,6900
1852,6900
1855,6900
1793,6900
1791,6900
1858,6900
1838,6900
1790,6900
1789,6900
1853,6900
1862,6900
1785,6900
1793,6900
1832,6900
1728,6900
1703,6900
1816,6900
1705,6900
1865,6900
15475,58800
13935,58800
16012,58800
16310,58800
16276,58800
15962,58800
15318,58800
15954,58800
15296,58800
16423,58800
15944,58800
14004,58800
15566,58800
15944,58800
15416,58800
14299,58800
15435,58800
15539,58800
15499,58800
14567,58800
14492,58800
13819,58800
13869,58800
14407,58800
15989,58800
14323,58800
16481,58800
14428,58800
15746,58800
15021,58800
15997,58800
15951,58800
13934,58800
15718,58800
15192,58800
14411,58800
14851,58800
13799,58800
16122,58800
16368,58800
14567,58800
16006,58800
15117,58800
16066,58800
14716,58800
15339,58800
15543,58800
16012,58800
16380,58800
14463,58800
15261,58800
15641,58800
14460,58800
16420,58800
15347,58800
14704,58800
15820,58800
14257,58800
14101,58800
14404,58800
14197,58800
14609,58800
14931,58800
15199,58800
15552,58800
13828,58800
14987,58800
16078,58800
16366,58800
15191,58800
16434,58800
15938,58800
15599,58800
13934,58800
15871,58800
14583,58800
14846,58800
15690,58800
16329,58800
13831,58800
13867,58800
16404,58800
13826,58800
14422,58800
15923,58800
16335,58800
15931,58800
14932,58800
14793,58800
16404,58800
14410,58800
14912,58800
14425,58800
14097,58800
13815,58800
15956,58800
16328,58800
13800,58800
14135,58800
16066,58800
15823,58800
13807,58800
13839,58800
15212,58800
13927,58800
15991,58800
14686,58800
14086,58800
13825,58800
14196,58800
15330,58800
14942,58800
15399,58800
15076,58800
15993,58800
14313,58800
14416,58800
14102,58800
14424,58800
16131,58800
13812,58800
13811,58800
15873,58800
16347,58800
14383,58800
16014,58800
16134,58800
14309,58800
14044,58800
16085,58800
16360,58800
15197,58800
14787,58800
15959,58800
15967,58800
16089,58800
15556,58800
15164,58800
16402,58800
15786,58800
15606,58800
14430,58800
16046,58800
13820,58800
15549,58800
14030,58800
15922,58800
16506,58800
16073,58800
16155,58800
15180,58800
15431,58800
16391,58800
16401,58800
14858,58800
15917,58800
16410,58800
15946,58800
14372,58800
16119,58800
16078,58800
14271,58800
16016,58800
14851,58800
15342,58800
16406,58800
15406,58800
14075,58800
13792,58800
14160,58800
14739,58800
15902,58800
15217,58800
14409,58800
13798,58800
14824,58800
15848,58800
13833,58800
13869,58800
16003,58800
14524,58800
16001,58800
16118,58800
15983,58800
16085,58800
15199,58800
15927,58800
14422,58800
14004,58800
14512,58800
14972,58800
16118,58800
16075,58800
15207,58800
16359,58800
15988,58800
15223,58800
15146,58800
13816,58800
14419,58800
14441,58800
14942,58800
16146,58800
14100,58800
14557,58800
16355,58800
13824,58800
13849,58800
16205,58800
15276,58800
16101,58800
14510,58800
15943,58800
14160,58800
15001,58800
15629,58800
13870,58800
14960,58800
15395,58800
15927,58800
14328,58800
15949,58800
14435,58800
16099,58800
14511,58800
14788,58800
15968,58800
16353,58800
15624,58800
14419,58800
15930,58800
14273,58800
15921,58800
15871,58800
15988,58800
16001,58800
15398,58800
16406,58800
16370,58800
15945,58800
16083,58800
15537,58800
14626,58800
16175,58800
14279,58800
13806,58800
14850,58800
16163,58800
15939,58800
14831,58800
16330,58800
15407,58800
15522,58800
15991,58800
15989,58800
15401,58800
14468,58800
15978,58800
16030,58800
14720,58800
14515,58800
15650,58800
14520,58800
15615,58800
13827,58800
13814,58800
16344,58800
16100,58800
15332,58800
13811,58800
13857,58800
14985,58800
15775,58800
15311,58800
16016,58800
15964,58800
16459,58800
14850,58800
13902,58800
16106,58800
15933,58800
14415,58800
14033,58800
14572,58800
13797,58800
13828,58800
13932,58800
13933,58800
16076,58800
13834,58800
15692,58800
14835,58800
16282,58800
14032,58800
16342,58800
16338,58800
16358,58800
14803,58800
15650,58800
16441,58800
16260,58800
14355,58800
15785,58800
16018,58800
15302,58800
14410,58800
13826,58800
16077,58800
16125,58800
13844,58800
14787,58800
15970,58800
16369,58800
13829,58800
15406,58800
14115,58800
13864,58800
15991,58800
16162,58800
15823,58800
15945,58800
14621,58800
15427,58800
16399,58800
14508,58800
15407,58800
15210,58800
16334,58800
14441,58800
14565,58800
14779,58800
14137,58800
14849,58800
15801,58800
16427,58800
14596,58800
15703,58800
16181,58800
16088,58800
15801,58800
16414,58800
14196,58800
14785,58800
16329,58800
14166,58800
16069,58800
15701,58800
14507,58800
16410,58800
15801,58800
16011,58800
15535,58800
15989,58800
16513,58800
16010,58800
15275,58800
16058,58800
15497,58800
14471,58800
13808,58800
14932,58800
15317,58800
14104,58800
15580,58800
15292,58800
15942,58800
16015,58800
16440,58800
14743,58800
13826,58800
16335,58800
14948,58800
13893,58800
13871,58800
14509,58800
14061,58800
13877,58800
15991,58800
13810,58800
16498,58800
16100,58800
14633,58800
14302,58800
16122,58800
14008,58800
16316,58800
14559,58800
13951,58800
15999,58800
14841,58800
16089,58800
16048,58800
16050,58800
16078,58800
16395,58800
15599,58800
15943,58800
16136,58800
15993,58800
14427,58800
57488,202575
44873,202575
42835,202575
42869,202575
58303,202575
55468,202575
44621,202575
55678,202575
57167,202575
58494,202575
57065,202575
45503,202575
59138,202575
58213,202575
51136,202575
43922,202575
59181,202575
53956,202575
43560,202575
58547,202575
51595,202575
57640,202575
58188,202575
58249,202575
42753,202575
55018,202575
59150,202575
59356,202575
43961,202575
47909,202575
43004,202575
55440,202575
56559,202575
56247,202575
43281,202575
52049,202575
48114,202575
54352,202575
57067,202575
47823,202575
48807,202575
57462,202575
54795,202575
52888,202575
55989,202575
42872,202575
56914,202575
56922,202575
51833,202575
55299,202575
52885,202575
53475,202575
56901,202575
57902,202575
57027,202575
45933,202575
