violated_constraints,total_constraints
58038,202575
56099,202575
44961,202575
58305,202575
42845,202575
53670,202575
45391,202575
54309,202575
45209,202575
46112,202575
52010,202575
58308,202575
54125,202575
53809,202575
53328,202575
58125,202575
49050,202575
56515,202575
53779,202575
42849,202575
43669,202575
58461,202575
44207,202575
48556,202575
56860,202575
48248,202575
53806,202575
58851,202575
58290,202575
43360,202575
51301,202575
45475,202575
58353,202575
56892,202575
42909,202575
46942,202575
51803,202575
45558,202575
43483,202575
58256,202575
44568,202575
45470,202575
45850,202575
42758,202575
57812,202575
57412,202575
52015,202575
58099,202575
42820,202575
44962,202575
52319,202575
57442,202575
58347,202575
56220,202575
43093,202575
55532,202575
43155,202575
50486,202575
42889,202575
51659,202575
57076,202575
56428,202575
52405,202575
57116,202575
57264,202575
42814,202575
47961,202575
58623,202575
58627,202575
47317,202575
44979,202575
57090,202575
59290,202575
56228,202575
44304,202575
58964,202575
56025,202575
50635,202575
50106,202575
44142,202575
42731,202575
58927,202575
50639,202575
42867,202575
43464,202575
58752,202575
43389,202575
45625,202575
43384,202575
57060,202575
58621,202575
57673,202575
55835,202575
44812,202575
56426,202575
49077,202575
45486,202575
53775,202575
51940,202575
43030,202575
46296,202575
57434,202575
53581,202575
55921,202575
42990,202575
58827,202575
54180,202575
43059,202575
51786,202575
55219,202575
52348,202575
48213,202575
43974,202575
59145,202575
46430,202575
49200,202575
55846,202575
43380,202575
59156,202575
56942,202575
54913,202575
58875,202575
59294,202575
58926,202575
57457,202575
43074,202575
57042,202575
45667,202575
57241,202575
56444,202575
49758,202575
45281,202575
56347,202575
55650,202575
57076,202575
52511,202575
56118,202575
57094,202575
49695,202575
45158,202575
52798,202575
59181,202575
43009,202575
43377,202575
52245,202575
46075,202575
54528,202575
57357,202575
55120,202575
44740,202575
58775,202575
42884,202575
59171,202575
55887,202575
52944,202575
43186,202575
45659,202575
56982,202575
48175,202575
58340,202575
56221,202575
48282,202575
56995,202575
53769,202575
57233,202575
56000,202575
56917,202575
57082,202575
45458,202575
57244,202575
53631,202575
58916,202575
44748,202575
55511,202575
43627,202575
58615,202575
48209,202575
56035,202575
43356,202575
44149,202575
55890,202575
42710,202575
51013,202575
51673,202575
58854,202575
55160,202575
56275,202575
58341,202575
45781,202575
55902,202575
57133,202575
46053,202575
45795,202575
52791,202575
53348,202575
53145,202575
48090,202575
58983,202575
59013,202575
57178,202575
54708,202575
49341,202575
57220,202575
54185,202575
53672,202575
43430,202575
49927,202575
52156,202575
49398,202575
47152,202575
58255,202575
45584,202575
42858,202575
43982,202575
44919,202575
54158,202575
43654,202575
43258,202575
50737,202575
57031,202575
45526,202575
57460,202575
48586,202575
43316,202575
52886,202575
58862,202575
58247,202575
42890,202575
54168,202575
57133,202575
44089,202575
56553,202575
45127,202575
54974,202575
54909,202575
56917,202575
59311,202575
43283,202575
58214,202575
56462,202575
43358,202575
55281,202575
58709,202575
45582,202575
43778,202575
58358,202575
49151,202575
44160,202575
54476,202575
50593,202575
42945,202575
44122,202575
43703,202575
51365,202575
42754,202575
42940,202575
57385,202575
42875,202575
57012,202575
52898,202575
56137,202575
42889,202575
56110,202575
44926,202575
56704,202575
56111,202575
50150,202575
57188,202575
43063,202575
58597,202575
42997,202575
56002,202575
57031,202575
44218,202575
43336,202575
47322,202575
58171,202575
42848,202575
53360,202575
56893,202575
57163,202575
55513,202575
59182,202575
42901,202575
54452,202575
42851,202575
47056,202575
43822,202575
57054,202575
55511,202575
57240,202575
52649,202575
43113,202575
43966,202575
42707,202575
42717,202575
55995,202575
56886,202575
49236,202575
43767,202575
53357,202575
43062,202575
56548,202575
43032,202575
47680,202575
47220,202575
54593,202575
58293,202575
45193,202575
48209,202575
57143,202575
45191,202575
56115,202575
57056,202575
50328,202575
57459,202575
45148,202575
57171,202575
46183,202575
43111,202575
55940,202575
42872,202575
45106,202575
58619,202575
55627,202575
43891,202575
58190,202575
58863,202575
52222,202575
52971,202575
57150,202575
57207,202575
42813,202575
43063,202575
56924,202575
57264,202575
45907,202575
46075,202575
54612,202575
57559,202575
43378,202575
43028,202575
58204,202575
59189,202575
118298,485100
123437,485100
123570,485100
118023,485100
118998,485100
118676,485100
130181,485100
119508,485100
128565,485100
125070,485100
127162,485100
117304,485100
117222,485100
128442,485100
128238,485100
130154,485100
128612,485100
128809,485100
129081,485100
127865,485100
129500,485100
124432,485100
128669,485100
116667,485100
117389,485100
129509,485100
128653,485100
120046,485100
120874,485100
121063,485100
120592,485100
119004,485100
126962,485100
119091,485100
128627,485100
129709,485100
129505,485100
127017,485100
130223,485100
129040,485100
117028,485100
128717,485100
118024,485100
127790,485100
128129,485100
129882,485100
118156,485100
121070,485100
129215,485100
127119,485100
116722,485100
128953,485100
127285,485100
127567,485100
128804,485100
127197,485100
128953,485100
116472,485100
122293,485100
128729,485100
126240,485100
118177,485100
127145,485100
116833,485100
128641,485100
124236,485100
128617,485100
116672,485100
129264,485100
122801,485100
118866,485100
128673,485100
116483,485100
120757,485100
128660,485100
129935,485100
129821,485100
116202,485100
125581,485100
123528,485100
127143,485100
126949,485100
118594,485100
128146,485100
128468,485100
118439,485100
119518,485100
120916,485100
129090,485100
129025,485100
126733,485100
128100,485100
128011,485100
119700,485100
129755,485100
126838,485100
118440,485100
118164,485100
120181,485100
128565,485100
119685,485100
129860,485100
120584,485100
129902,485100
130364,485100
128360,485100
116452,485100
120623,485100
117677,485100
121672,485100
129089,485100
116296,485100
117717,485100
117365,485100
127844,485100
129738,485100
117669,485100
117481,485100
128016,485100
128878,485100
123688,485100
121946,485100
126594,485100
128780,485100
128841,485100
129043,485100
125027,485100
128464,485100
118236,485100
123785,485100
124125,485100
128511,485100
116725,485100
127470,485100
124127,485100
119337,485100
119153,485100
130234,485100
116406,485100
123733,485100
128817,485100
129502,485100
124990,485100
123950,485100
125200,485100
122708,485100
128740,485100
119560,485100
125442,485100
129588,485100
118665,485100
116652,485100
120737,485100
123560,485100
129001,485100
117375,485100
119013,485100
125216,485100
127945,485100
124275,485100
127335,485100
129925,485100
129662,485100
129833,485100
127465,485100
119145,485100
127993,485100
130150,485100
128657,485100
118338,485100
127290,485100
128081,485100
123938,485100
119952,485100
129840,485100
129215,485100
119335,485100
129677,485100
129863,485100
127070,485100
117977,485100
119511,485100
127959,485100
129102,485100
119960,485100
116411,485100
130135,485100
119942,485100
128044,485100
128377,485100
126974,485100
129858,485100
128131,485100
128648,485100
119300,485100
128672,485100
126863,485100
128521,485100
129878,485100
126275,485100
130090,485100
123711,485100
118165,485100
129206,485100
129403,485100
129929,485100
123247,485100
124224,485100
129345,485100
129102,485100
124268,485100
123115,485100
127308,485100
116411,485100
117761,485100
129873,485100
127064,485100
129782,485100
117345,485100
128234,485100
116652,485100
118306,485100
119146,485100
129054,485100
120257,485100
127772,485100
117304,485100
126967,485100
126769,485100
125256,485100
128992,485100
130089,485100
130145,485100
120340,485100
128802,485100
116205,485100
119363,485100
124257,485100
117738,485100
128601,485100
129661,485100
130181,485100
126787,485100
127467,485100
129641,485100
127094,485100
128125,485100
128741,485100
129549,485100
129887,485100
126893,485100
118675,485100
127416,485100
129506,485100
117466,485100
123522,485100
116445,485100
129485,485100
116615,485100
127469,485100
129676,485100
128624,485100
118433,485100
117097,485100
119415,485100
116877,485100
116773,485100
127292,485100
128841,485100
128681,485100
129422,485100
129917,485100
128514,485100
129809,485100
129851,485100
125773,485100
128917,485100
129853,485100
129607,485100
129854,485100
128115,485100
129286,485100
123064,485100
126866,485100
128956,485100
128757,485100
125665,485100
129923,485100
127127,485100
121453,485100
116728,485100
122765,485100
127124,485100
127289,485100
125240,485100
117472,485100
129776,485100
129911,485100
129812,485100
117255,485100
117997,485100
129261,485100
123684,485100
126650,485100
124146,485100
128035,485100
118327,485100
127850,485100
128493,485100
124069,485100
129840,485100
118637,485100
129830,485100
129180,485100
122809,485100
127517,485100
128136,485100
128533,485100
128916,485100
129623,485100
128109,485100
128742,485100
128517,485100
130326,485100
127286,485100
127621,485100
128852,485100
129855,485100
128070,485100
119475,485100
128643,485100
129005,485100
124303,485100
126620,485100
128477,485100
129682,485100
122355,485100
128167,485100
117319,485100
119885,485100
123226,485100
122637,485100
118756,485100
124157,485100
129842,485100
126923,485100
127930,485100
124394,485100
129009,485100
117539,485100
130367,485100
123924,485100
124035,485100
118379,485100
118127,485100
127463,485100
129894,485100
128734,485100
122925,485100
116653,485100
126821,485100
129895,485100
128317,485100
124255,485100
116405,485100
128791,485100
118048,485100
126378,485100
129809,485100
119730,485100
127289,485100
119684,485100
118707,485100
119587,485100
116466,485100
124749,485100
129661,485100
129218,485100
122701,485100
129939,485100
119556,485100
118976,485100
124640,485100
129652,485100
124934,485100
123219,485100
125112,485100
127953,485100
128131,485100
128725,485100
116524,485100
126987,485100
116457,485100
127563,485100
118382,485100
129500,485100
129238,485100
118123,485100
128622,485100
129282,485100
254664,953250
221549,953250
237426,953250
245044,953250
235286,953250
255932,953250
269101,953250
222507,953250
240612,953250
265072,953250
221743,953250
236401,953250
222281,953250
246017,953250
254152,953250
229786,953250
268152,953250
225573,953250
225296,953250
252531,953250
263298,953250
230942,953250
240070,953250
248898,953250
242888,953250
253850,953250
248595,953250
245121,953250
246230,953250
243329,953250
251751,953250
256549,953250
245549,953250
225406,953250
223187,953250
242924,953250
256574,953250
269188,953250
242776,953250
246027,953250
243525,953250
246178,953250
243301,953250
258358,953250
226363,953250
262270,953250
230335,953250
243866,953250
265102,953250
254354,953250
246238,953250
243263,953250
222064,953250
237418,953250
244144,953250
235958,953250
238896,953250
223260,953250
230358,953250
245175,953250
222954,953250
221638,953250
249949,953250
222992,953250
264429,953250
244891,953250
233824,953250
249328,953250
256527,953250
237016,953250
225896,953250
241828,953250
243974,953250
226050,953250
259483,953250
245374,953250
241766,953250
243087,953250
223533,953250
243260,953250
243625,953250
241931,953250
261497,953250
246212,953250
245533,953250
245478,953250
243385,953250
256816,953250
266998,953250
247043,953250
223458,953250
242757,953250
239470,953250
268735,953250
245057,953250
248765,953250
249695,953250
245733,953250
265898,953250
245160,953250
228504,953250
246160,953250
259795,953250
254006,953250
246218,953250
242697,953250
247915,953250
233907,953250
246563,953250
244407,953250
244198,953250
230132,953250
258287,953250
244203,953250
251559,953250
242917,953250
243896,953250
268158,953250
249362,953250
244969,953250
244084,953250
222812,953250
241772,953250
239213,953250
245830,953250
243275,953250
268620,953250
231872,953250
242735,953250
230151,953250
224982,953250
242905,953250
255590,953250
243265,953250
224400,953250
245492,953250
245139,953250
225902,953250
263389,953250
225514,953250
248149,953250
243502,953250
242280,953250
267402,953250
230100,953250
242770,953250
228915,953250
245155,953250
241140,953250
244076,953250
224699,953250
247555,953250
242748,953250
244080,953250
243557,953250
248708,953250
243274,953250
269166,953250
246259,953250
227877,953250
231837,953250
263851,953250
243311,953250
243527,953250
251463,953250
260253,953250
269150,953250
221747,953250
248503,953250
229582,953250
235784,953250
243421,953250
230972,953250
260240,953250
245960,953250
248289,953250
243254,953250
262146,953250
232434,953250
241964,953250
242925,953250
243345,953250
237091,953250
261601,953250
225451,953250
239332,953250
232715,953250
246191,953250
232385,953250
229288,953250
227802,953250
243519,953250
253068,953250
242612,953250
233100,953250
257749,953250
243386,953250
243730,953250
244555,953250
245005,953250
260089,953250
224419,953250
244952,953250
236912,953250
267033,953250
251723,953250
248917,953250
253261,953250
241632,953250
221839,953250
239818,953250
245164,953250
221547,953250
222037,953250
263900,953250
243670,953250
241977,953250
225258,953250
245300,953250
221695,953250
269039,953250
247349,953250
222905,953250
224894,953250
239109,953250
243222,953250
245429,953250
246131,953250
246246,953250
224562,953250
223542,953250
236143,953250
246707,953250
251355,953250
246016,953250
224919,953250
243544,953250
267665,953250
268410,953250
221679,953250
223391,953250
246221,953250
231633,953250
254677,953250
269012,953250
266232,953250
256969,953250
243335,953250
237381,953250
223475,953250
225146,953250
238382,953250
246093,953250
269168,953250
227473,953250
229783,953250
267100,953250
257635,953250
222498,953250
244987,953250
243455,953250
259082,953250
263950,953250
245170,953250
222361,953250
257158,953250
226439,953250
233506,953250
242993,953250
265921,953250
242672,953250
222334,953250
232361,953250
265216,953250
245617,953250
224521,953250
228922,953250
269284,953250
262640,953250
246266,953250
225905,953250
224779,953250
262995,953250
221933,953250
237339,953250
243248,953250
256557,953250
223239,953250
244167,953250
267799,953250
227938,953250
252816,953250
258697,953250
233401,953250
249487,953250
243410,953250
222709,953250
242939,953250
251469,953250
222734,953250
252514,953250
234647,953250
254235,953250
225956,953250
245824,953250
249716,953250
223946,953250
242746,953250
269040,953250
245860,953250
222547,953250
228233,953250
221738,953250
242735,953250
224265,953250
269017,953250
246188,953250
241613,953250
225446,953250
244704,953250
269013,953250
241616,953250
243941,953250
268378,953250
235783,953250
229559,953250
252962,953250
236091,953250
225584,953250
269217,953250
242854,953250
246259,953250
265107,953250
245843,953250
245302,953250
242738,953250
245963,953250
242436,953250
243404,953250
243488,953250
242763,953250
228306,953250
264718,953250
266211,953250
221490,953250
253671,953250
223194,953250
243952,953250
223887,953250
228149,953250
223486,953250
244214,953250
223484,953250
237415,953250
226090,953250
241977,953250
267627,953250
259216,953250
222221,953250
259227,953250
269274,953250
242665,953250
269278,953250
223905,953250
227164,953250
249247,953250
266486,953250
242937,953250
221764,953250
224884,953250
260969,953250
268138,953250
225443,953250
242949,953250
241980,953250
232520,953250
228558,953250
245748,953250
224415,953250
241997,953250
221329,953250
228361,953250
221664,953250
241128,953250
248130,953250
255452,953250
269047,953250
259936,953250
269020,953250
246168,953250
242816,953250
230291,953250
242723,953250
243265,953250
243435,953250
259049,953250
243849,953250
223806,953250
247445,953250
231638,953250
442892,1653900
453683,1653900
423564,1653900
463641,1653900
425826,1653900
414632,1653900
427821,1653900
452153,1653900
416121,1653900
431549,1653900
437155,1653900
422621,1653900
435871,1653900
436199,1653900
407224,1653900
412415,1653900
440599,1653900
418565,1653900
393439,1653900
420317,1653900
390986,1653900
391791,1653900
392964,1653900
391217,1653900
431622,1653900
390943,1653900
470758,1653900
455661,1653900
454384,1653900
411093,1653900
471031,1653900
403108,1653900
427189,1653900
441380,1653900
451981,1653900
470694,1653900
391222,1653900
433312,1653900
432283,1653900
444302,1653900
464400,1653900
395335,1653900
402693,1653900
468843,1653900
471592,1653900
439720,1653900
421784,1653900
404508,1653900
393349,1653900
414186,1653900
404393,1653900
392647,1653900
414705,1653900
433161,1653900
396657,1653900
427434,1653900
468535,1653900
422619,1653900
467304,1653900
471178,1653900
401031,1653900
457159,1653900
443675,1653900
441020,1653900
404283,1653900
469901,1653900
408582,1653900
469277,1653900
398823,1653900
438497,1653900
435915,1653900
430853,1653900
460151,1653900
391655,1653900
393608,1653900
406768,1653900
417034,1653900
414944,1653900
439376,1653900
449416,1653900
431337,1653900
405337,1653900
402356,1653900
437913,1653900
461164,1653900
402341,1653900
412551,1653900
450721,1653900
417457,1653900
415465,1653900
435992,1653900
456673,1653900
398073,1653900
428299,1653900
436335,1653900
390313,1653900
394798,1653900
435989,1653900
451461,1653900
429772,1653900
393319,1653900
436876,1653900
395649,1653900
444363,1653900
470724,1653900
447294,1653900
417493,1653900
409578,1653900
416340,1653900
398025,1653900
440032,1653900
390458,1653900
391537,1653900
394796,1653900
443187,1653900
435705,1653900
393012,1653900
470783,1653900
417160,1653900
464785,1653900
424249,1653900
435266,1653900
395595,1653900
391460,1653900
438324,1653900
395855,1653900
457854,1653900
416189,1653900
391006,1653900
398934,1653900
416407,1653900
462846,1653900
441984,1653900
414618,1653900
456082,1653900
416148,1653900
392916,1653900
397466,1653900
391943,1653900
436274,1653900
437754,1653900
416307,1653900
395446,1653900
416295,1653900
426131,1653900
390839,1653900
431318,1653900
421850,1653900
411318,1653900
422986,1653900
459303,1653900
431382,1653900
396855,1653900
425902,1653900
431831,1653900
429168,1653900
432165,1653900
465461,1653900
440984,1653900
457539,1653900
409360,1653900
416242,1653900
390562,1653900
410004,1653900
393320,1653900
425512,1653900
452273,1653900
452942,1653900
411562,1653900
408335,1653900
416255,1653900
440989,1653900
417932,1653900
395712,1653900
466082,1653900
446680,1653900
397394,1653900
450761,1653900
414166,1653900
403017,1653900
401450,1653900
400364,1653900
416252,1653900
442346,1653900
431488,1653900
455292,1653900
418790,1653900
392329,1653900
421110,1653900
409176,1653900
396800,1653900
390549,1653900
467297,1653900
394812,1653900
413714,1653900
429719,1653900
418073,1653900
428140,1653900
411462,1653900
463460,1653900
417050,1653900
398249,1653900
434934,1653900
399879,1653900
401313,1653900
466728,1653900
404586,1653900
395891,1653900
391171,1653900
449068,1653900
408171,1653900
417623,1653900
442605,1653900
440968,1653900
392776,1653900
393034,1653900
435270,1653900
426511,1653900
424502,1653900
432960,1653900
455653,1653900
422534,1653900
471227,1653900
417291,1653900
416413,1653900
399585,1653900
425217,1653900
454158,1653900
416297,1653900
430917,1653900
456187,1653900
425063,1653900
409632,1653900
424576,1653900
418636,1653900
397680,1653900
394389,1653900
391057,1653900
392761,1653900
435812,1653900
442664,1653900
468191,1653900
464702,1653900
429277,1653900
418217,1653900
425782,1653900
432738,1653900
417473,1653900
397494,1653900
461140,1653900
470778,1653900
409498,1653900
391754,1653900
416373,1653900
393382,1653900
442362,1653900
395102,1653900
416167,1653900
399186,1653900
416482,1653900
471860,1653900
395740,1653900
417509,1653900
431138,1653900
412743,1653900
403542,1653900
394656,1653900
471003,1653900
405035,1653900
464713,1653900
439772,1653900
390575,1653900
413856,1653900
421071,1653900
469961,1653900
415557,1653900
416387,1653900
417491,1653900
458341,1653900
413678,1653900
390574,1653900
391345,1653900
463001,1653900
409878,1653900
465555,1653900
409224,1653900
471777,1653900
424054,1653900
446199,1653900
417415,1653900
438014,1653900
430229,1653900
419685,1653900
450721,1653900
398754,1653900
417811,1653900
430445,1653900
412713,1653900
429277,1653900
401746,1653900
411960,1653900
464864,1653900
468874,1653900
415243,1653900
440019,1653900
393543,1653900
438317,1653900
392178,1653900
464129,1653900
396917,1653900
464681,1653900
421164,1653900
416394,1653900
416517,1653900
417538,1653900
404379,1653900
413673,1653900
418671,1653900
435589,1653900
434625,1653900
431485,1653900
401308,1653900
415180,1653900
409870,1653900
391178,1653900
459224,1653900
451314,1653900
471715,1653900
390899,1653900
415992,1653900
394948,1653900
407734,1653900
400371,1653900
390259,1653900
427909,1653900
453168,1653900
391123,1653900
419947,1653900
393396,1653900
415946,1653900
430248,1653900
437102,1653900
418976,1653900
411744,1653900
393588,1653900
416556,1653900
423965,1653900
417070,1653900
467117,1653900
402974,1653900
466474,1653900
426872,1653900
435958,1653900
410863,1653900
415373,1653900
416372,1653900
403122,1653900
448567,1653900
451701,1653900
416259,1653900
402373,1653900
416281,1653900
407717,1653900
452219,1653900
432557,1653900
428070,1653900
416738,1653900
421780,1653900
406811,1653900
395516,1653900
463741,1653900
453041,1653900
460460,1653900
417958,1653900
391606,1653900
395225,1653900
415979,1653900
400759,1653900
416041,1653900
430945,1653900
434887,1653900
460222,1653900
401552,1653900
425638,1653900
392806,1653900
460807,1653900
434643,1653900
452276,1653900
392227,1653900
390491,1653900
396808,1653900
423210,1653900
391931,1653900
438109,1653900
402898,1653900
391300,1653900
416187,1653900
417422,1653900
450896,1653900
399776,1653900
698797,2633925
703921,2633925
662633,2633925
674658,2633925
677635,2633925
703902,2633925
673112,2633925
675705,2633925
695474,2633925
680956,2633925
677492,2633925
673918,2633925
671104,2633925
676272,2633925
697287,2633925
680973,2633925
676995,2633925
663938,2633925
702424,2633925
681870,2633925
681120,2633925
698150,2633925
687644,2633925
704677,2633925
682117,2633925
671975,2633925
677245,2633925
692801,2633925
670790,2633925
702413,2633925
680957,2633925
673711,2633925
669410,2633925
664072,2633925
672770,2633925
681212,2633925
695689,2633925
670256,2633925
663791,2633925
669055,2633925
665031,2633925
666771,2633925
691391,2633925
679316,2633925
669495,2633925
680187,2633925
676197,2633925
681025,2633925
674562,2633925
670637,2633925
665246,2633925
705430,2633925
675231,2633925
682111,2633925
664142,2633925
673299,2633925
672386,2633925
681248,2633925
662730,2633925
671796,2633925
695905,2633925
673611,2633925
692381,2633925
675609,2633925
704883,2633925
669063,2633925
669606,2633925
680898,2633925
678656,2633925
686487,2633925
681528,2633925
681086,2633925
695978,2633925
686446,2633925
680020,2633925
678718,2633925
664050,2633925
665287,2633925
697096,2633925
674601,2633925
671964,2633925
669420,2633925
674985,2633925
687377,2633925
679737,2633925
703479,2633925
673439,2633925
688007,2633925
681933,2633925
678117,2633925
681111,2633925
675188,2633925
671918,2633925
667555,2633925
670996,2633925
674207,2633925
677969,2633925
671170,2633925
675721,2633925
681169,2633925
673043,2633925
681459,2633925
674437,2633925
675981,2633925
671905,2633925
677510,2633925
671027,2633925
690072,2633925
664377,2633925
673093,2633925
663916,2633925
671559,2633925
679605,2633925
687706,2633925
684564,2633925
669444,2633925
668512,2633925
681167,2633925
665681,2633925
663312,2633925
669071,2633925
666929,2633925
676706,2633925
671148,2633925
677229,2633925
663660,2633925
664168,2633925
676928,2633925
671641,2633925
670977,2633925
701494,2633925
679020,2633925
672891,2633925
680037,2633925
671744,2633925
673101,2633925
672095,2633925
675163,2633925
681583,2633925
671588,2633925
665111,2633925
694752,2633925
678685,2633925
670768,2633925
673494,2633925
687609,2633925
704016,2633925
681405,2633925
676748,2633925
681150,2633925
671410,2633925
672340,2633925
673160,2633925
674675,2633925
663386,2633925
672414,2633925
672246,2633925
679432,2633925
680978,2633925
670629,2633925
681495,2633925
676161,2633925
663960,2633925
698450,2633925
669713,2633925
681177,2633925
669144,2633925
669921,2633925
679034,2633925
671096,2633925
680136,2633925
669515,2633925
663130,2633925
682470,2633925
665019,2633925
670944,2633925
675436,2633925
676104,2633925
697201,2633925
681114,2633925
665891,2633925
663385,2633925
675354,2633925
663123,2633925
677117,2633925
671406,2633925
678599,2633925
671205,2633925
668292,2633925
704341,2633925
668307,2633925
677390,2633925
687873,2633925
682366,2633925
678222,2633925
688373,2633925
673718,2633925
686935,2633925
672208,2633925
677536,2633925
705277,2633925
683236,2633925
689758,2633925
681379,2633925
669438,2633925
672761,2633925
689222,2633925
663872,2633925
691735,2633925
674157,2633925
662750,2633925
703000,2633925
671155,2633925
678297,2633925
703890,2633925
681443,2633925
703241,2633925
704679,2633925
666877,2633925
671609,2633925
671894,2633925
665272,2633925
671795,2633925
667957,2633925
664939,2633925
682153,2633925
698564,2633925
687366,2633925
672595,2633925
662910,2633925
696766,2633925
705202,2633925
662791,2633925
685823,2633925
704389,2633925
681421,2633925
687688,2633925
680977,2633925
664926,2633925
666602,2633925
671873,2633925
684628,2633925
668150,2633925
677669,2633925
671360,2633925
679584,2633925
672061,2633925
672797,2633925
663205,2633925
688026,2633925
687334,2633925
663277,2633925
663720,2633925
671281,2633925
663917,2633925
687249,2633925
671478,2633925
663329,2633925
663829,2633925
665724,2633925
697337,2633925
671992,2633925
679008,2633925
677804,2633925
700185,2633925
669371,2633925
704425,2633925
693649,2633925
696834,2633925
705375,2633925
662746,2633925
671701,2633925
681386,2633925
677802,2633925
682038,2633925
691370,2633925
683910,2633925
672135,2633925
676670,2633925
680304,2633925
680993,2633925
698400,2633925
669497,2633925
669487,2633925
687235,2633925
704773,2633925
670947,2633925
677898,2633925
684679,2633925
689105,2633925
665905,2633925
662763,2633925
663852,2633925
699403,2633925
681910,2633925
701006,2633925
679947,2633925
667817,2633925
663133,2633925
674014,2633925
671834,2633925
668502,2633925
695467,2633925
663592,2633925
665048,2633925
700902,2633925
677343,2633925
670941,2633925
681631,2633925
673211,2633925
665728,2633925
691537,2633925
678069,2633925
697294,2633925
681497,2633925
677140,2633925
664184,2633925
671310,2633925
681488,2633925
681433,2633925
689401,2633925
682463,2633925
671691,2633925
680973,2633925
681243,2633925
667694,2633925
676916,2633925
672524,2633925
668370,2633925
679272,2633925
665569,2633925
671318,2633925
674244,2633925
679472,2633925
670754,2633925
684202,2633925
678528,2633925
689750,2633925
674095,2633925
696824,2633925
662796,2633925
675914,2633925
666831,2633925
663709,2633925
662724,2633925
665888,2633925
688303,2633925
694220,2633925
696680,2633925
702140,2633925
675787,2633925
679184,2633925
681623,2633925
682355,2633925
670825,2633925
670174,2633925
663882,2633925
663962,2633925
700236,2633925
676647,2633925
671364,2633925
699316,2633925
664156,2633925
676773,2633925
671360,2633925
673396,2633925
663762,2633925
702848,2633925
663227,2633925
694832,2633925
684698,2633925
682260,2633925
692832,2633925
671861,2633925
694447,2633925
680046,2633925
666922,2633925
688335,2633925
675634,2633925
676298,2633925
705111,2633925
671726,2633925
677935,2633925
667295,2633925
673501,2633925
670609,2633925
679062,2633925
665220,2633925
704604,2633925
670684,2633925
663618,2633925
671440,2633925
676170,2633925
681267,2633925
669606,2633925
664039,2633925
663061,2633925
697951,2633925
689427,2633925
663230,2633925
